Time	Color	Edge	Label	
78	Blue	158;174	(158,174)
78	Blue	149;157	(149,157)
78	Blue	0;7	(0,7)
78	Blue	51;69	(51,69)
78	Blue	7;68	(7,68)
78	Blue	154;168	(154,168)
78	Blue	94;95	(94,95)
78	Blue	153;174	(153,174)
78	Blue	160;168	(160,168)
78	Blue	167;168	(167,168)
78	Blue	109;117	(109,117)
79	Blue	3;63	(3,63)
79	Blue	152;168	(152,168)
79	Blue	170;171	(170,171)
79	Blue	170;177	(170,177)
79	Blue	158;174	(158,174)
79	Blue	8;11	(8,11)
79	Blue	149;157	(149,157)
79	Blue	0;7	(0,7)
79	Blue	7;68	(7,68)
79	Blue	154;168	(154,168)
79	Blue	0;11	(0,11)
79	Blue	94;95	(94,95)
79	Blue	153;174	(153,174)
79	Blue	125;129	(125,129)
79	Blue	160;168	(160,168)
79	Blue	167;168	(167,168)
79	Blue	109;117	(109,117)
79	Blue	168;175	(168,175)
80	Blue	25;42	(25,42)
80	Blue	41;45	(41,45)
80	Blue	152;168	(152,168)
80	Blue	24;29	(24,29)
80	Blue	166;168	(166,168)
80	Blue	154;168	(154,168)
80	Blue	154;160	(154,160)
80	Blue	8;11	(8,11)
80	Blue	158;174	(158,174)
80	Blue	149;157	(149,157)
80	Blue	14;70	(14,70)
80	Blue	7;68	(7,68)
80	Blue	3;63	(3,63)
80	Blue	0;11	(0,11)
80	Blue	94;95	(94,95)
80	Blue	44;61	(44,61)
80	Blue	160;168	(160,168)
80	Blue	167;168	(167,168)
80	Blue	109;117	(109,117)
80	Blue	168;175	(168,175)
81	Blue	25;42	(25,42)
81	Blue	64;72	(64,72)
81	Blue	152;168	(152,168)
81	Blue	24;29	(24,29)
81	Blue	170;177	(170,177)
81	Blue	3;63	(3,63)
81	Blue	8;11	(8,11)
81	Blue	163;173	(163,173)
81	Blue	149;157	(149,157)
81	Blue	14;70	(14,70)
81	Blue	7;68	(7,68)
81	Blue	154;168	(154,168)
81	Blue	94;95	(94,95)
81	Blue	44;61	(44,61)
81	Blue	125;129	(125,129)
81	Blue	160;168	(160,168)
81	Blue	109;117	(109,117)
82	Blue	41;45	(41,45)
82	Blue	24;29	(24,29)
82	Blue	94;128	(94,128)
82	Blue	154;168	(154,168)
82	Blue	154;160	(154,160)
82	Blue	158;174	(158,174)
82	Blue	149;157	(149,157)
82	Blue	7;68	(7,68)
82	Blue	3;63	(3,63)
82	Blue	94;95	(94,95)
82	Blue	44;61	(44,61)
82	Blue	160;168	(160,168)
82	Blue	109;117	(109,117)
83	Blue	46;60	(46,60)
83	Blue	152;168	(152,168)
83	Blue	24;29	(24,29)
83	Blue	3;63	(3,63)
83	Blue	8;11	(8,11)
83	Blue	149;157	(149,157)
83	Blue	14;70	(14,70)
83	Blue	7;68	(7,68)
83	Blue	154;168	(154,168)
83	Blue	94;95	(94,95)
83	Blue	44;61	(44,61)
83	Blue	160;168	(160,168)
83	Blue	109;117	(109,117)
84	Blue	46;60	(46,60)
84	Blue	152;168	(152,168)
84	Blue	24;29	(24,29)
84	Blue	170;177	(170,177)
84	Blue	23;74	(23,74)
84	Blue	41;45	(41,45)
84	Blue	77;110	(77,110)
84	Blue	8;11	(8,11)
84	Blue	149;157	(149,157)
84	Blue	7;68	(7,68)
84	Blue	154;168	(154,168)
84	Blue	0;11	(0,11)
84	Blue	94;95	(94,95)
84	Blue	87;91	(87,91)
84	Blue	142;143	(142,143)
84	Blue	109;117	(109,117)
85	Blue	154;175	(154,175)
85	Blue	170;171	(170,171)
85	Blue	28;124	(28,124)
85	Blue	94;95	(94,95)
85	Blue	143;147	(143,147)
85	Blue	109;117	(109,117)
85	Blue	18;56	(18,56)
85	Blue	149;162	(149,162)
85	Blue	165;174	(165,174)
85	Blue	150;169	(150,169)
85	Blue	153;174	(153,174)
85	Blue	104;112	(104,112)
85	Blue	162;164	(162,164)
85	Blue	91;108	(91,108)
85	Blue	21;40	(21,40)
85	Blue	65;73	(65,73)
85	Blue	44;61	(44,61)
85	Blue	64;72	(64,72)
85	Blue	157;179	(157,179)
85	Blue	11;41	(11,41)
85	Blue	154;171	(154,171)
85	Blue	87;91	(87,91)
85	Blue	162;176	(162,176)
85	Blue	29;40	(29,40)
85	Blue	56;69	(56,69)
85	Blue	63;175	(63,175)
85	Blue	158;168	(158,168)
85	Blue	44;165	(44,165)
85	Blue	31;67	(31,67)
85	Blue	160;168	(160,168)
85	Blue	151;158	(151,158)
85	Blue	68;124	(68,124)
85	Blue	8;45	(8,45)
85	Blue	156;158	(156,158)
85	Blue	149;155	(149,155)
85	Blue	34;53	(34,53)
85	Blue	13;69	(13,69)
85	Blue	0;11	(0,11)
85	Blue	14;47	(14,47)
85	Blue	84;104	(84,104)
85	Blue	165;173	(165,173)
85	Blue	86;147	(86,147)
85	Blue	151;155	(151,155)
85	Blue	24;40	(24,40)
85	Blue	166;167	(166,167)
85	Blue	24;25	(24,25)
85	Blue	9;38	(9,38)
85	Blue	107;112	(107,112)
85	Blue	154;168	(154,168)
85	Blue	157;172	(157,172)
85	Blue	89;91	(89,91)
85	Blue	21;42	(21,42)
85	Blue	154;167	(154,167)
85	Blue	69;72	(69,72)
85	Blue	156;176	(156,176)
85	Blue	64;75	(64,75)
85	Blue	80;86	(80,86)
85	Blue	92;110	(92,110)
85	Blue	87;108	(87,108)
85	Blue	149;173	(149,173)
85	Blue	69;75	(69,75)
85	Blue	168;171	(168,171)
85	Blue	162;172	(162,172)
85	Blue	149;163	(149,163)
85	Blue	157;165	(157,165)
85	Blue	56;169	(56,169)
85	Blue	24;29	(24,29)
85	Blue	39;56	(39,56)
85	Blue	149;157	(149,157)
85	Blue	13;18	(13,18)
85	Blue	104;114	(104,114)
85	Blue	46;60	(46,60)
85	Blue	154;163	(154,163)
85	Blue	14;70	(14,70)
85	Blue	155;170	(155,170)
85	Blue	31;32	(31,32)
85	Blue	84;112	(84,112)
85	Blue	8;14	(8,14)
85	Blue	94;112	(94,112)
85	Blue	56;150	(56,150)
85	Blue	8;37	(8,37)
85	Blue	34;40	(34,40)
85	Blue	8;11	(8,11)
85	Blue	124;128	(124,128)
85	Blue	149;172	(149,172)
85	Blue	155;163	(155,163)
85	Blue	8;47	(8,47)
85	Blue	152;168	(152,168)
85	Blue	162;179	(162,179)
85	Blue	156;161	(156,161)
85	Blue	157;164	(157,164)
85	Blue	112;114	(112,114)
85	Blue	149;165	(149,165)
86	Blue	46;60	(46,60)
86	Blue	28;113	(28,113)
86	Blue	163;175	(163,175)
86	Blue	98;127	(98,127)
86	Blue	28;124	(28,124)
86	Blue	63;175	(63,175)
86	Blue	94;95	(94,95)
86	Blue	98;106	(98,106)
86	Blue	40;42	(40,42)
86	Blue	32;75	(32,75)
86	Blue	21;42	(21,42)
86	Blue	114;124	(114,124)
86	Blue	5;160	(5,160)
86	Blue	31;67	(31,67)
86	Blue	82;127	(82,127)
86	Blue	63;163	(63,163)
86	Blue	46;61	(46,61)
86	Blue	109;117	(109,117)
86	Blue	69;72	(69,72)
86	Blue	84;112	(84,112)
86	Blue	113;114	(113,114)
86	Blue	63;75	(63,75)
86	Blue	151;158	(151,158)
86	Blue	156;158	(156,158)
86	Blue	98;114	(98,114)
86	Blue	0;11	(0,11)
86	Blue	95;113	(95,113)
86	Blue	64;75	(64,75)
86	Blue	14;47	(14,47)
86	Blue	37;40	(37,40)
86	Blue	32;63	(32,63)
86	Blue	56;150	(56,150)
86	Blue	104;112	(104,112)
86	Blue	25;73	(25,73)
86	Blue	82;106	(82,106)
86	Blue	10;168	(10,168)
86	Blue	69;75	(69,75)
86	Blue	39;172	(39,172)
86	Blue	95;112	(95,112)
86	Blue	72;75	(72,75)
86	Blue	91;108	(91,108)
86	Blue	75;163	(75,163)
86	Blue	25;40	(25,40)
86	Blue	26;158	(26,158)
86	Blue	65;73	(65,73)
86	Blue	95;98	(95,98)
86	Blue	124;128	(124,128)
86	Blue	104;113	(104,113)
86	Blue	32;35	(32,35)
86	Blue	155;163	(155,163)
86	Blue	111;122	(111,122)
86	Blue	98;124	(98,124)
86	Blue	112;113	(112,113)
86	Blue	152;168	(152,168)
86	Blue	32;175	(32,175)
86	Blue	151;156	(151,156)
86	Blue	111;126	(111,126)
86	Blue	158;168	(158,168)
86	Blue	35;158	(35,158)
86	Blue	113;120	(113,120)
86	Blue	104;114	(104,114)
86	Blue	28;128	(28,128)
86	Blue	87;91	(87,91)
86	Blue	39;150	(39,150)
86	Blue	112;114	(112,114)
86	Blue	25;124	(25,124)
86	Blue	162;172	(162,172)
87	Blue	79;131	(79,131)
87	Blue	94;95	(94,95)
87	Blue	114;124	(114,124)
87	Blue	82;127	(82,127)
87	Blue	109;117	(109,117)
87	Blue	138;140	(138,140)
87	Blue	82;113	(82,113)
87	Blue	141;148	(141,148)
87	Blue	104;112	(104,112)
87	Blue	82;106	(82,106)
87	Blue	94;117	(94,117)
87	Blue	94;98	(94,98)
87	Blue	98;128	(98,128)
87	Blue	26;158	(26,158)
87	Blue	95;98	(95,98)
87	Blue	32;35	(32,35)
87	Blue	57;106	(57,106)
87	Blue	113;120	(113,120)
87	Blue	81;131	(81,131)
87	Blue	21;42	(21,42)
87	Blue	39;150	(39,150)
87	Blue	95;128	(95,128)
87	Blue	94;109	(94,109)
88	Blue	139;144	(139,144)
88	Blue	133;144	(133,144)
88	Blue	133;139	(133,139)
88	Blue	79;131	(79,131)
88	Blue	138;140	(138,140)
88	Blue	81;131	(81,131)
88	Blue	79;137	(79,137)
88	Blue	85;145	(85,145)
88	Blue	141;148	(141,148)
88	Blue	95;128	(95,128)
88	Blue	109;117	(109,117)
89	Blue	133;139	(133,139)
89	Blue	131;141	(131,141)
89	Blue	138;140	(138,140)
89	Blue	141;144	(141,144)
89	Blue	81;88	(81,88)
89	Blue	32;35	(32,35)
89	Blue	85;145	(85,145)
89	Blue	141;148	(141,148)
89	Blue	95;128	(95,128)
89	Blue	109;117	(109,117)
90	Blue	16;70	(16,70)
90	Blue	131;137	(131,137)
90	Blue	141;148	(141,148)
90	Blue	34;53	(34,53)
90	Blue	81;88	(81,88)
90	Blue	109;117	(109,117)
90	Blue	85;131	(85,131)
90	Blue	81;83	(81,83)
90	Blue	83;131	(83,131)
90	Blue	85;145	(85,145)
90	Blue	32;35	(32,35)
90	Blue	104;112	(104,112)
90	Blue	81;145	(81,145)
90	Blue	82;106	(82,106)
91	Blue	16;70	(16,70)
91	Blue	81;83	(81,83)
91	Blue	105;129	(105,129)
91	Blue	133;144	(133,144)
91	Blue	34;53	(34,53)
91	Blue	90;131	(90,131)
91	Blue	88;131	(88,131)
91	Blue	141;144	(141,144)
91	Blue	81;88	(81,88)
91	Blue	81;131	(81,131)
91	Blue	83;131	(83,131)
91	Blue	79;137	(79,137)
91	Blue	141;148	(141,148)
91	Blue	82;106	(82,106)
91	Blue	109;117	(109,117)
91	Blue	139;141	(139,141)
92	Blue	83;137	(83,137)
92	Blue	81;83	(81,83)
92	Blue	34;53	(34,53)
92	Blue	141;144	(141,144)
92	Blue	88;131	(88,131)
92	Blue	81;131	(81,131)
92	Blue	32;35	(32,35)
92	Blue	79;137	(79,137)
92	Blue	85;145	(85,145)
92	Blue	141;148	(141,148)
92	Blue	95;128	(95,128)
92	Blue	109;117	(109,117)
93	Blue	81;83	(81,83)
93	Blue	34;53	(34,53)
93	Blue	8;74	(8,74)
93	Blue	53;74	(53,74)
93	Blue	83;131	(83,131)
93	Blue	79;137	(79,137)
93	Blue	85;145	(85,145)
93	Blue	141;148	(141,148)
93	Blue	104;112	(104,112)
93	Blue	95;128	(95,128)
93	Blue	109;117	(109,117)
93	Blue	79;81	(79,81)
94	Blue	158;169	(158,169)
94	Blue	83;137	(83,137)
94	Blue	85;136	(85,136)
94	Blue	34;53	(34,53)
94	Blue	8;74	(8,74)
94	Blue	90;137	(90,137)
94	Blue	136;145	(136,145)
94	Blue	81;88	(81,88)
94	Blue	81;83	(81,83)
94	Blue	83;131	(83,131)
94	Blue	79;137	(79,137)
94	Blue	3;16	(3,16)
94	Blue	85;145	(85,145)
94	Blue	141;148	(141,148)
94	Blue	104;112	(104,112)
94	Blue	109;117	(109,117)
95	Blue	141;148	(141,148)
95	Blue	81;83	(81,83)
95	Blue	79;88	(79,88)
95	Blue	34;53	(34,53)
95	Blue	8;74	(8,74)
95	Blue	85;136	(85,136)
95	Blue	141;144	(141,144)
95	Blue	81;88	(81,88)
95	Blue	131;137	(131,137)
95	Blue	83;131	(83,131)
95	Blue	152;168	(152,168)
95	Blue	136;145	(136,145)
95	Blue	85;145	(85,145)
95	Blue	32;75	(32,75)
95	Blue	104;112	(104,112)
95	Blue	95;128	(95,128)
95	Blue	109;117	(109,117)
95	Blue	79;90	(79,90)
96	Blue	23;74	(23,74)
96	Blue	32;75	(32,75)
96	Blue	114;124	(114,124)
96	Blue	55;58	(55,58)
96	Blue	160;168	(160,168)
96	Blue	109;117	(109,117)
96	Blue	79;90	(79,90)
96	Blue	8;23	(8,23)
96	Blue	55;74	(55,74)
96	Blue	34;53	(34,53)
96	Blue	34;74	(34,74)
96	Blue	81;88	(81,88)
96	Blue	149;159	(149,159)
96	Blue	141;148	(141,148)
96	Blue	104;112	(104,112)
96	Blue	149;173	(149,173)
96	Blue	131;137	(131,137)
96	Blue	53;74	(53,74)
96	Blue	58;74	(58,74)
96	Blue	152;168	(152,168)
96	Blue	8;74	(8,74)
96	Blue	149;164	(149,164)
96	Blue	152;160	(152,160)
96	Blue	95;128	(95,128)
96	Blue	8;58	(8,58)
97	Blue	75;165	(75,165)
97	Blue	161;173	(161,173)
97	Blue	8;74	(8,74)
97	Blue	32;75	(32,75)
97	Blue	32;165	(32,165)
97	Blue	79;137	(79,137)
97	Blue	55;58	(55,58)
97	Blue	109;117	(109,117)
97	Blue	79;90	(79,90)
97	Blue	35;165	(35,165)
97	Blue	32;58	(32,58)
97	Blue	55;74	(55,74)
97	Blue	34;53	(34,53)
97	Blue	81;88	(81,88)
97	Blue	157;162	(157,162)
97	Blue	32;55	(32,55)
97	Blue	79;131	(79,131)
97	Blue	85;145	(85,145)
97	Blue	141;148	(141,148)
97	Blue	149;173	(149,173)
97	Blue	81;83	(81,83)
97	Blue	173;175	(173,175)
97	Blue	131;137	(131,137)
97	Blue	162;172	(162,172)
97	Blue	162;179	(162,179)
97	Blue	35;75	(35,75)
97	Blue	85;136	(85,136)
97	Blue	149;164	(149,164)
97	Blue	81;131	(81,131)
97	Blue	83;131	(83,131)
98	Blue	81;83	(81,83)
98	Blue	58;151	(58,151)
98	Blue	90;131	(90,131)
98	Blue	90;137	(90,137)
98	Blue	131;137	(131,137)
98	Blue	83;131	(83,131)
98	Blue	55;58	(55,58)
98	Blue	79;137	(79,137)
98	Blue	85;145	(85,145)
98	Blue	141;148	(141,148)
98	Blue	95;128	(95,128)
98	Blue	109;117	(109,117)
98	Blue	79;90	(79,90)
98	Blue	82;106	(82,106)
99	Blue	81;83	(81,83)
99	Blue	81;131	(81,131)
99	Blue	83;137	(83,137)
99	Blue	83;131	(83,131)
99	Blue	55;58	(55,58)
99	Blue	79;137	(79,137)
99	Blue	85;145	(85,145)
99	Blue	95;128	(95,128)
99	Blue	109;117	(109,117)
99	Blue	82;106	(82,106)
100	Blue	81;83	(81,83)
100	Blue	81;131	(81,131)
100	Blue	90;131	(90,131)
100	Blue	81;88	(81,88)
100	Blue	83;88	(83,88)
100	Blue	88;131	(88,131)
100	Blue	83;137	(83,137)
100	Blue	83;131	(83,131)
100	Blue	55;58	(55,58)
100	Blue	79;137	(79,137)
100	Blue	85;145	(85,145)
100	Blue	141;148	(141,148)
100	Blue	109;117	(109,117)
100	Blue	82;106	(82,106)
101	Blue	137;145	(137,145)
101	Blue	88;137	(88,137)
101	Blue	81;83	(81,83)
101	Blue	81;131	(81,131)
101	Blue	144;148	(144,148)
101	Blue	54;169	(54,169)
101	Blue	141;144	(141,144)
101	Blue	55;169	(55,169)
101	Blue	85;137	(85,137)
101	Blue	81;88	(81,88)
101	Blue	131;137	(131,137)
101	Blue	83;131	(83,131)
101	Blue	55;58	(55,58)
101	Blue	79;137	(79,137)
101	Blue	85;145	(85,145)
101	Blue	141;148	(141,148)
101	Blue	109;117	(109,117)
101	Blue	79;90	(79,90)
101	Blue	82;106	(82,106)
102	Blue	54;55	(54,55)
102	Blue	138;145	(138,145)
102	Blue	28;124	(28,124)
102	Blue	88;90	(88,90)
102	Blue	90;137	(90,137)
102	Blue	54;169	(54,169)
102	Blue	94;95	(94,95)
102	Blue	55;58	(55,58)
102	Blue	131;145	(131,145)
102	Blue	109;117	(109,117)
102	Blue	141;144	(141,144)
102	Blue	85;138	(85,138)
102	Blue	85;145	(85,145)
102	Blue	82;106	(82,106)
102	Blue	81;83	(81,83)
102	Blue	85;137	(85,137)
102	Blue	81;131	(81,131)
102	Blue	79;88	(79,88)
102	Blue	90;131	(90,131)
102	Blue	55;169	(55,169)
102	Blue	131;137	(131,137)
102	Blue	83;131	(83,131)
103	Blue	83;137	(83,137)
103	Blue	54;55	(54,55)
103	Blue	125;126	(125,126)
103	Blue	84;129	(84,129)
103	Blue	83;90	(83,90)
103	Blue	28;124	(28,124)
103	Blue	90;131	(90,131)
103	Blue	88;90	(88,90)
103	Blue	18;20	(18,20)
103	Blue	88;145	(88,145)
103	Blue	131;137	(131,137)
103	Blue	94;95	(94,95)
103	Blue	114;124	(114,124)
103	Blue	85;145	(85,145)
103	Blue	84;105	(84,105)
103	Blue	84;114	(84,114)
103	Blue	79;81	(79,81)
103	Blue	109;117	(109,117)
103	Blue	82;106	(82,106)
104	Blue	54;55	(54,55)
104	Blue	54;169	(54,169)
104	Blue	94;95	(94,95)
104	Blue	109;117	(109,117)
104	Blue	32;117	(32,117)
104	Blue	131;138	(131,138)
104	Blue	105;169	(105,169)
104	Blue	55;105	(55,105)
104	Blue	90;138	(90,138)
104	Blue	85;145	(85,145)
104	Blue	104;112	(104,112)
104	Blue	84;113	(84,113)
104	Blue	82;106	(82,106)
104	Blue	79;137	(79,137)
104	Blue	85;137	(85,137)
104	Blue	54;105	(54,105)
104	Blue	131;137	(131,137)
104	Blue	79;81	(79,81)
104	Blue	88;137	(88,137)
104	Blue	55;169	(55,169)
104	Blue	81;131	(81,131)
104	Blue	83;131	(83,131)
104	Blue	81;90	(81,90)
105	Blue	113;114	(113,114)
105	Blue	32;128	(32,128)
105	Blue	32;117	(32,117)
105	Blue	85;88	(85,88)
105	Blue	131;138	(131,138)
105	Blue	84;104	(84,104)
105	Blue	81;88	(81,88)
105	Blue	141;144	(141,144)
105	Blue	55;105	(55,105)
105	Blue	54;105	(54,105)
105	Blue	81;83	(81,83)
105	Blue	82;84	(82,84)
105	Blue	82;129	(82,129)
105	Blue	90;138	(90,138)
105	Blue	85;145	(85,145)
105	Blue	84;114	(84,114)
105	Blue	115;129	(115,129)
105	Blue	84;113	(84,113)
105	Blue	112;115	(112,115)
105	Blue	54;55	(54,55)
106	Blue	105;110	(105,110)
106	Blue	142;146	(142,146)
106	Blue	8;74	(8,74)
106	Blue	105;169	(105,169)
106	Blue	54;105	(54,105)
106	Blue	142;143	(142,143)
106	Blue	137;144	(137,144)
106	Blue	80;143	(80,143)
106	Blue	77;105	(77,105)
106	Blue	54;55	(54,55)
106	Blue	55;105	(55,105)
107	Blue	32;137	(32,137)
107	Blue	80;143	(80,143)
239	Blue	153;154	(153,154)
239	Blue	18;55	(18,55)
240	Blue	18;55	(18,55)
240	Blue	18;151	(18,151)
240	Blue	98;102	(98,102)
240	Blue	11;34	(11,34)
240	Blue	11;73	(11,73)
240	Blue	55;151	(55,151)
240	Blue	153;154	(153,154)
240	Blue	18;73	(18,73)
240	Blue	55;164	(55,164)
240	Blue	11;18	(11,18)
240	Blue	112;167	(112,167)
241	Blue	152;158	(152,158)
241	Blue	98;102	(98,102)
241	Blue	75;158	(75,158)
241	Blue	11;73	(11,73)
241	Blue	32;178	(32,178)
241	Blue	34;42	(34,42)
241	Blue	32;75	(32,75)
241	Blue	119;122	(119,122)
241	Blue	112;153	(112,153)
241	Blue	32;55	(32,55)
241	Blue	7;73	(7,73)
241	Blue	18;34	(18,34)
241	Blue	11;34	(11,34)
241	Blue	158;176	(158,176)
241	Blue	11;18	(11,18)
241	Blue	154;164	(154,164)
241	Blue	164;167	(164,167)
241	Blue	19;156	(19,156)
241	Blue	75;156	(75,156)
241	Blue	32;167	(32,167)
241	Blue	55;151	(55,151)
241	Blue	84;105	(84,105)
241	Blue	65;73	(65,73)
241	Blue	45;73	(45,73)
241	Blue	18;65	(18,65)
241	Blue	149;179	(149,179)
241	Blue	88;90	(88,90)
241	Blue	95;102	(95,102)
241	Blue	82;122	(82,122)
241	Blue	18;73	(18,73)
242	Blue	18;55	(18,55)
242	Blue	170;171	(170,171)
242	Blue	75;165	(75,165)
242	Blue	152;165	(152,165)
242	Blue	88;90	(88,90)
242	Blue	34;42	(34,42)
242	Blue	3;63	(3,63)
242	Blue	157;172	(157,172)
242	Blue	119;122	(119,122)
242	Blue	47;68	(47,68)
242	Blue	122;123	(122,123)
242	Blue	32;12	(32,12)
242	Blue	84;90	(84,90)
242	Blue	153;158	(153,158)
242	Blue	100;102	(100,102)
242	Blue	84;94	(84,94)
242	Blue	0;11	(0,11)
242	Blue	90;105	(90,105)
242	Blue	7;68	(7,68)
242	Blue	151;163	(151,163)
242	Blue	17;152	(17,152)
242	Blue	153;174	(153,174)
242	Blue	25;53	(25,53)
242	Blue	29;47	(29,47)
242	Blue	82;84	(82,84)
242	Blue	153;157	(153,157)
242	Blue	7;45	(7,45)
242	Blue	165;173	(165,173)
242	Blue	154;165	(154,165)
242	Blue	164;172	(164,172)
242	Blue	84;105	(84,105)
242	Blue	65;73	(65,73)
242	Blue	119;123	(119,123)
242	Blue	75;152	(75,152)
242	Blue	45;73	(45,73)
242	Blue	149;172	(149,172)
242	Blue	156;158	(156,158)
242	Blue	75;176	(75,176)
242	Blue	95;102	(95,102)
242	Blue	32;72	(32,72)
242	Blue	158;163	(158,163)
242	Blue	17;75	(17,75)
242	Blue	149;157	(149,157)
242	Blue	82;122	(82,122)
242	Blue	40;73	(40,73)
242	Blue	149;164	(149,164)
242	Blue	9;75	(9,75)
242	Blue	154;171	(154,171)
242	Blue	0;42	(0,42)
242	Blue	155;158	(155,158)
242	Blue	94;100	(94,100)
242	Blue	152;160	(152,160)
242	Blue	94;152	(94,152)
243	Blue	82;119	(82,119)
243	Blue	14;60	(14,60)
243	Blue	95;102	(95,102)
243	Blue	5;31	(5,31)
243	Blue	153;158	(153,158)
243	Blue	156;158	(156,158)
243	Blue	0;11	(0,11)
243	Blue	151;164	(151,164)
243	Blue	155;178	(155,178)
243	Blue	88;90	(88,90)
243	Blue	80;139	(80,139)
243	Blue	82;122	(82,122)
243	Blue	104;105	(104,105)
243	Blue	3;63	(3,63)
243	Blue	155;170	(155,170)
243	Blue	153;174	(153,174)
243	Blue	119;122	(119,122)
243	Blue	25;53	(25,53)
243	Blue	119;123	(119,123)
243	Blue	82;84	(82,84)
243	Blue	25;60	(25,60)
244	Blue	151;164	(151,164)
244	Blue	82;119	(82,119)
244	Blue	80;139	(80,139)
244	Blue	156;158	(156,158)
244	Blue	14;60	(14,60)
244	Blue	82;122	(82,122)
244	Blue	3;63	(3,63)
244	Blue	0;11	(0,11)
244	Blue	153;174	(153,174)
244	Blue	119;122	(119,122)
244	Blue	25;53	(25,53)
244	Blue	150;164	(150,164)
245	Blue	82;119	(82,119)
245	Blue	14;60	(14,60)
245	Blue	95;102	(95,102)
245	Blue	156;158	(156,158)
245	Blue	3;63	(3,63)
245	Blue	82;122	(82,122)
245	Blue	150;164	(150,164)
245	Blue	0;11	(0,11)
245	Blue	153;174	(153,174)
245	Blue	119;122	(119,122)
245	Blue	25;53	(25,53)
245	Blue	151;164	(151,164)
246	Blue	82;119	(82,119)
246	Blue	14;60	(14,60)
246	Blue	95;102	(95,102)
246	Blue	156;158	(156,158)
246	Blue	3;63	(3,63)
246	Blue	80;139	(80,139)
246	Blue	150;164	(150,164)
246	Blue	0;11	(0,11)
246	Blue	11;42	(11,42)
246	Blue	25;53	(25,53)
246	Blue	151;164	(151,164)
246	Blue	25;60	(25,60)
247	Blue	151;164	(151,164)
247	Blue	14;60	(14,60)
247	Blue	95;102	(95,102)
247	Blue	156;158	(156,158)
247	Blue	150;164	(150,164)
247	Blue	82;119	(82,119)
247	Blue	3;63	(3,63)
247	Blue	0;11	(0,11)
247	Blue	153;174	(153,174)
247	Blue	119;122	(119,122)
247	Blue	25;53	(25,53)
248	Blue	82;119	(82,119)
248	Blue	151;164	(151,164)
248	Blue	80;139	(80,139)
248	Blue	14;60	(14,60)
248	Blue	157;172	(157,172)
248	Blue	3;63	(3,63)
248	Blue	0;11	(0,11)
248	Blue	153;174	(153,174)
248	Blue	119;122	(119,122)
248	Blue	25;53	(25,53)
248	Blue	150;164	(150,164)
249	Blue	82;119	(82,119)
249	Blue	14;60	(14,60)
249	Blue	95;102	(95,102)
249	Blue	153;158	(153,158)
249	Blue	156;158	(156,158)
249	Blue	150;164	(150,164)
249	Blue	157;158	(157,158)
249	Blue	3;63	(3,63)
249	Blue	157;172	(157,172)
249	Blue	153;174	(153,174)
249	Blue	151;164	(151,164)
250	Blue	82;119	(82,119)
250	Blue	14;60	(14,60)
250	Blue	95;102	(95,102)
250	Blue	153;158	(153,158)
250	Blue	156;158	(156,158)
250	Blue	14;62	(14,62)
250	Blue	157;158	(157,158)
250	Blue	157;172	(157,172)
250	Blue	11;42	(11,42)
250	Blue	80;139	(80,139)
250	Blue	3;63	(3,63)
250	Blue	0;11	(0,11)
250	Blue	105;126	(105,126)
250	Blue	163;179	(163,179)
250	Blue	119;122	(119,122)
250	Blue	25;34	(25,34)
250	Blue	25;53	(25,53)
250	Blue	150;164	(150,164)
250	Blue	151;164	(151,164)
250	Blue	14;25	(14,25)
250	Blue	62;70	(62,70)
251	Blue	82;119	(82,119)
251	Blue	14;60	(14,60)
251	Blue	95;102	(95,102)
251	Blue	153;158	(153,158)
251	Blue	156;158	(156,158)
251	Blue	14;37	(14,37)
251	Blue	150;164	(150,164)
251	Blue	14;25	(14,25)
251	Blue	163;173	(163,173)
251	Blue	80;139	(80,139)
251	Blue	14;70	(14,70)
251	Blue	3;63	(3,63)
251	Blue	0;11	(0,11)
251	Blue	163;179	(163,179)
251	Blue	119;122	(119,122)
251	Blue	34;37	(34,37)
251	Blue	105;109	(105,109)
251	Blue	62;70	(62,70)
252	Blue	82;119	(82,119)
252	Blue	14;60	(14,60)
252	Blue	80;139	(80,139)
252	Blue	153;158	(153,158)
252	Blue	156;158	(156,158)
252	Blue	105;109	(105,109)
252	Blue	157;172	(157,172)
252	Blue	95;102	(95,102)
252	Blue	3;63	(3,63)
252	Blue	0;11	(0,11)
252	Blue	119;122	(119,122)
252	Blue	62;70	(62,70)
253	Blue	82;119	(82,119)
253	Blue	105;109	(105,109)
253	Blue	95;102	(95,102)
253	Blue	153;158	(153,158)
253	Blue	156;158	(156,158)
253	Blue	14;60	(14,60)
253	Blue	155;178	(155,178)
253	Blue	153;172	(153,172)
253	Blue	3;63	(3,63)
253	Blue	153;174	(153,174)
253	Blue	119;122	(119,122)
253	Blue	25;53	(25,53)
254	Blue	82;119	(82,119)
254	Blue	95;102	(95,102)
254	Blue	153;158	(153,158)
254	Blue	156;158	(156,158)
254	Blue	155;178	(155,178)
254	Blue	3;63	(3,63)
254	Blue	0;11	(0,11)
254	Blue	153;174	(153,174)
254	Blue	163;179	(163,179)
254	Blue	119;122	(119,122)
254	Blue	150;171	(150,171)
254	Blue	25;53	(25,53)
254	Blue	150;151	(150,151)
254	Blue	62;70	(62,70)
255	Blue	82;119	(82,119)
255	Blue	14;60	(14,60)
