Time	Color	Edge	Label	
10	Blue	9;31	(9,31)
10	Blue	9;209	(9,209)
10	Blue	9;220	(9,220)
10	Blue	2;136	(2,136)
10	Blue	136;236	(136,236)
10	Blue	99;236	(99,236)
10	Blue	194;236	(194,236)
10	Blue	8;98	(8,98)
10	Blue	106;172	(106,172)
10	Blue	169;195	(169,195)
10	Blue	136;176	(136,176)
10	Blue	176;195	(176,195)
10	Blue	195;241	(195,241)
10	Blue	5;92	(5,92)
10	Blue	8;92	(8,92)
10	Blue	182;185	(182,185)
10	Blue	106;246	(106,246)
10	Blue	5;246	(5,246)
10	Blue	68;106	(68,106)
10	Blue	13;68	(13,68)
10	Blue	5;13	(5,13)
10	Blue	5;128	(5,128)
10	Blue	72;128	(72,128)
10	Blue	83;172	(83,172)
10	Blue	83;241	(83,241)
10	Blue	63;163	(63,163)
10	Blue	163;185	(163,185)
10	Blue	96;147	(96,147)
10	Blue	63;96	(63,96)
10	Blue	163;241	(163,241)
10	Blue	2;92	(2,92)
10	Blue	2;169	(2,169)
10	Blue	169;172	(169,172)
10	Blue	172;241	(172,241)
10	Blue	68;172	(68,172)
10	Blue	19;63	(19,63)
10	Blue	19;241	(19,241)
10	Blue	83;213	(83,213)
10	Blue	150;165	(150,165)
10	Blue	112;150	(112,150)
10	Blue	112;165	(112,165)
10	Blue	165;213	(165,213)
10	Blue	47;213	(47,213)
10	Blue	47;83	(47,83)
10	Blue	128;246	(128,246)
10	Blue	213;246	(213,246)
10	Blue	47;226	(47,226)
10	Blue	144;186	(144,186)
10	Blue	186;226	(186,226)
10	Blue	100;226	(100,226)
10	Blue	100;183	(100,183)
11	Blue	32;223	(32,223)
11	Blue	204;223	(204,223)
11	Blue	204;206	(204,206)
11	Blue	23;94	(23,94)
11	Blue	16;50	(16,50)
11	Blue	148;171	(148,171)
11	Blue	139;171	(139,171)
11	Blue	85;171	(85,171)
11	Blue	38;201	(38,201)
11	Blue	114;206	(114,206)
11	Blue	38;148	(38,148)
11	Blue	73;148	(73,148)
11	Blue	38;206	(38,206)
11	Blue	114;218	(114,218)
11	Blue	16;234	(16,234)
11	Blue	78;94	(78,94)
11	Blue	78;161	(78,161)
11	Blue	78;228	(78,228)
11	Blue	94;218	(94,218)
11	Blue	181;223	(181,223)
11	Blue	107;181	(107,181)
11	Blue	50;107	(50,107)
11	Blue	50;164	(50,164)
11	Blue	50;218	(50,218)
11	Blue	50;212	(50,212)
11	Blue	66;212	(66,212)
11	Blue	66;81	(66,81)
11	Blue	193;212	(193,212)
11	Blue	159;193	(159,193)
11	Blue	34;180	(34,180)
11	Blue	29;179	(29,179)
11	Blue	37;180	(37,180)
11	Blue	37;110	(37,110)
11	Blue	180;181	(180,181)
11	Blue	34;37	(34,37)
11	Blue	34;179	(34,179)
11	Blue	179;180	(179,180)
11	Blue	120;179	(120,179)
11	Blue	27;34	(27,34)
11	Blue	27;180	(27,180)
11	Blue	32;40	(32,40)
11	Blue	40;199	(40,199)
11	Blue	115;201	(115,201)
11	Blue	104;201	(104,201)
11	Blue	65;104	(65,104)
11	Blue	65;75	(65,75)
11	Blue	44;65	(44,65)
11	Blue	16;114	(16,114)
11	Blue	114;204	(114,204)
11	Blue	201;204	(201,204)
11	Blue	199;201	(199,201)
11	Blue	40;242	(40,242)
11	Blue	199;242	(199,242)
11	Blue	118;184	(118,184)
11	Blue	91;184	(91,184)
11	Blue	26;225	(26,225)
11	Blue	115;199	(115,199)
11	Blue	46;115	(46,115)
11	Blue	64;115	(64,115)
11	Blue	64;206	(64,206)
11	Blue	12;206	(12,206)
11	Blue	32;120	(32,120)
11	Blue	120;232	(120,232)
11	Blue	17;29	(17,29)
11	Blue	40;223	(40,223)
11	Blue	32;199	(32,199)
11	Blue	29;232	(29,232)
11	Blue	40;177	(40,177)
11	Blue	177;189	(177,189)
11	Blue	118;189	(118,189)
11	Blue	118;225	(118,225)
11	Blue	118;242	(118,242)
11	Blue	17;189	(17,189)
11	Blue	120;159	(120,159)
11	Blue	27;159	(27,159)
11	Blue	27;93	(27,93)
11	Blue	93;200	(93,200)
11	Blue	7;200	(7,200)
11	Blue	7;101	(7,101)
11	Blue	7;193	(7,193)
11	Blue	29;120	(29,120)
11	Blue	27;29	(27,29)
11	Blue	29;184	(29,184)
11	Blue	93;120	(93,120)
11	Blue	17;93	(17,93)
11	Blue	40;232	(40,232)
11	Blue	17;232	(17,232)
11	Blue	32;232	(32,232)
11	Blue	32;159	(32,159)
11	Blue	164;181	(164,181)
11	Blue	32;181	(32,181)
11	Blue	159;223	(159,223)
11	Blue	159;200	(159,200)
11	Blue	64;223	(64,223)
11	Blue	40;64	(40,64)
11	Blue	172;195	(172,195)
11	Blue	129;195	(129,195)
11	Blue	35;129	(35,129)
11	Blue	35;43	(35,43)
11	Blue	98;208	(98,208)
11	Blue	175;208	(175,208)
11	Blue	136;208	(136,208)
11	Blue	2;35	(2,35)
11	Blue	31;195	(31,195)
11	Blue	43;129	(43,129)
11	Blue	20;43	(20,43)
11	Blue	43;71	(43,71)
11	Blue	31;129	(31,129)
11	Blue	9;31	(9,31)
11	Blue	9;209	(9,209)
11	Blue	52;209	(52,209)
11	Blue	9;220	(9,220)
11	Blue	20;220	(20,220)
11	Blue	129;220	(129,220)
11	Blue	35;236	(35,236)
11	Blue	13;176	(13,176)
11	Blue	2;136	(2,136)
11	Blue	99;236	(99,236)
11	Blue	10;99	(10,99)
11	Blue	20;99	(20,99)
11	Blue	194;236	(194,236)
11	Blue	21;194	(21,194)
11	Blue	35;98	(35,98)
11	Blue	8;98	(8,98)
11	Blue	106;172	(106,172)
11	Blue	169;195	(169,195)
11	Blue	136;176	(136,176)
11	Blue	136;236	(136,236)
11	Blue	136;194	(136,194)
11	Blue	176;195	(176,195)
11	Blue	25;195	(25,195)
11	Blue	5;92	(5,92)
11	Blue	8;176	(8,176)
11	Blue	2;8	(2,8)
11	Blue	25;163	(25,163)
11	Blue	24;182	(24,182)
11	Blue	19;213	(19,213)
11	Blue	106;246	(106,246)
11	Blue	5;246	(5,246)
11	Blue	68;106	(68,106)
11	Blue	106;168	(106,168)
11	Blue	106;169	(106,169)
11	Blue	31;172	(31,172)
11	Blue	13;194	(13,194)
11	Blue	13;68	(13,68)
11	Blue	5;13	(5,13)
11	Blue	5;168	(5,168)
11	Blue	5;128	(5,128)
11	Blue	72;157	(72,157)
11	Blue	145;246	(145,246)
11	Blue	83;172	(83,172)
11	Blue	83;241	(83,241)
11	Blue	63;163	(63,163)
11	Blue	163;185	(163,185)
11	Blue	182;185	(182,185)
11	Blue	76;185	(76,185)
11	Blue	96;147	(96,147)
11	Blue	147;209	(147,209)
11	Blue	51;147	(51,147)
11	Blue	163;241	(163,241)
11	Blue	2;92	(2,92)
11	Blue	8;92	(8,92)
11	Blue	92;169	(92,169)
11	Blue	2;169	(2,169)
11	Blue	129;169	(129,169)
11	Blue	169;172	(169,172)
11	Blue	172;241	(172,241)
11	Blue	68;172	(68,172)
11	Blue	21;68	(21,68)
11	Blue	19;63	(19,63)
11	Blue	63;96	(63,96)
11	Blue	19;241	(19,241)
11	Blue	195;241	(195,241)
11	Blue	83;213	(83,213)
11	Blue	150;165	(150,165)
11	Blue	47;112	(47,112)
11	Blue	112;150	(112,150)
11	Blue	150;247	(150,247)
11	Blue	112;165	(112,165)
11	Blue	165;246	(165,246)
11	Blue	165;213	(165,213)
11	Blue	47;213	(47,213)
11	Blue	47;83	(47,83)
11	Blue	63;83	(63,83)
11	Blue	128;246	(128,246)
11	Blue	72;128	(72,128)
11	Blue	21;128	(21,128)
11	Blue	213;246	(213,246)
11	Blue	168;213	(168,213)
11	Blue	47;226	(47,226)
11	Blue	144;186	(144,186)
11	Blue	144;217	(144,217)
11	Blue	14;144	(14,144)
11	Blue	186;226	(186,226)
11	Blue	100;226	(100,226)
11	Blue	157;226	(157,226)
11	Blue	100;183	(100,183)
11	Blue	183;235	(183,235)
12	Blue	32;223	(32,223)
12	Blue	204;223	(204,223)
12	Blue	204;206	(204,206)
12	Blue	16;50	(16,50)
12	Blue	148;171	(148,171)
12	Blue	114;206	(114,206)
12	Blue	38;148	(38,148)
12	Blue	38;206	(38,206)
12	Blue	114;218	(114,218)
12	Blue	16;114	(16,114)
12	Blue	78;94	(78,94)
12	Blue	94;218	(94,218)
12	Blue	181;223	(181,223)
12	Blue	107;181	(107,181)
12	Blue	50;107	(50,107)
12	Blue	164;181	(164,181)
12	Blue	50;164	(50,164)
12	Blue	50;212	(50,212)
12	Blue	66;212	(66,212)
12	Blue	193;212	(193,212)
12	Blue	34;180	(34,180)
12	Blue	29;179	(29,179)
12	Blue	179;180	(179,180)
12	Blue	27;29	(27,29)
12	Blue	37;180	(37,180)
12	Blue	180;181	(180,181)
12	Blue	34;37	(34,37)
12	Blue	34;179	(34,179)
12	Blue	27;34	(27,34)
12	Blue	32;40	(32,40)
12	Blue	40;199	(40,199)
12	Blue	115;201	(115,201)
12	Blue	104;201	(104,201)
12	Blue	65;104	(65,104)
12	Blue	114;204	(114,204)
12	Blue	201;204	(201,204)
12	Blue	40;242	(40,242)
12	Blue	199;242	(199,242)
12	Blue	118;242	(118,242)
12	Blue	118;184	(118,184)
12	Blue	118;225	(118,225)
12	Blue	115;199	(115,199)
12	Blue	32;199	(32,199)
12	Blue	64;115	(64,115)
12	Blue	64;206	(64,206)
12	Blue	32;120	(32,120)
12	Blue	120;232	(120,232)
12	Blue	17;29	(17,29)
12	Blue	17;232	(17,232)
12	Blue	29;232	(29,232)
12	Blue	40;177	(40,177)
12	Blue	177;189	(177,189)
12	Blue	118;189	(118,189)
12	Blue	17;189	(17,189)
12	Blue	120;159	(120,159)
12	Blue	27;159	(27,159)
12	Blue	27;93	(27,93)
12	Blue	93;200	(93,200)
12	Blue	159;200	(159,200)
12	Blue	7;200	(7,200)
12	Blue	29;120	(29,120)
12	Blue	93;120	(93,120)
12	Blue	40;232	(40,232)
12	Blue	40;64	(40,64)
12	Blue	32;232	(32,232)
12	Blue	32;159	(32,159)
12	Blue	32;181	(32,181)
12	Blue	159;223	(159,223)
12	Blue	64;223	(64,223)
12	Blue	172;195	(172,195)
12	Blue	129;195	(129,195)
12	Blue	35;129	(35,129)
12	Blue	20;220	(20,220)
12	Blue	35;43	(35,43)
12	Blue	98;208	(98,208)
12	Blue	35;98	(35,98)
12	Blue	20;43	(20,43)
12	Blue	31;195	(31,195)
12	Blue	43;129	(43,129)
12	Blue	31;129	(31,129)
12	Blue	9;31	(9,31)
12	Blue	9;209	(9,209)
12	Blue	9;220	(9,220)
12	Blue	2;136	(2,136)
12	Blue	136;236	(136,236)
12	Blue	99;236	(99,236)
12	Blue	194;236	(194,236)
12	Blue	8;98	(8,98)
12	Blue	106;172	(106,172)
12	Blue	169;195	(169,195)
12	Blue	136;176	(136,176)
12	Blue	176;195	(176,195)
12	Blue	195;241	(195,241)
12	Blue	5;92	(5,92)
12	Blue	8;92	(8,92)
12	Blue	182;185	(182,185)
12	Blue	106;246	(106,246)
12	Blue	5;246	(5,246)
12	Blue	68;106	(68,106)
12	Blue	13;68	(13,68)
12	Blue	5;13	(5,13)
12	Blue	5;128	(5,128)
12	Blue	72;128	(72,128)
12	Blue	83;172	(83,172)
12	Blue	83;241	(83,241)
12	Blue	63;163	(63,163)
12	Blue	163;185	(163,185)
12	Blue	96;147	(96,147)
12	Blue	63;96	(63,96)
12	Blue	163;241	(163,241)
12	Blue	2;92	(2,92)
12	Blue	2;169	(2,169)
12	Blue	169;172	(169,172)
12	Blue	172;241	(172,241)
12	Blue	68;172	(68,172)
12	Blue	19;63	(19,63)
12	Blue	19;241	(19,241)
12	Blue	83;213	(83,213)
12	Blue	150;165	(150,165)
12	Blue	112;150	(112,150)
12	Blue	112;165	(112,165)
12	Blue	165;213	(165,213)
12	Blue	47;213	(47,213)
12	Blue	47;83	(47,83)
12	Blue	128;246	(128,246)
12	Blue	213;246	(213,246)
12	Blue	47;226	(47,226)
12	Blue	144;186	(144,186)
12	Blue	186;226	(186,226)
12	Blue	100;226	(100,226)
12	Blue	100;183	(100,183)
